timestamp,stake_mult,prob_up_BTCUSDT,prob_down_BTCUSDT,actual_BTCUSDT,signal_BTCUSDT,dir_BTCUSDT,prob_up_ETHUSDT,prob_down_ETHUSDT,actual_ETHUSDT,signal_ETHUSDT,dir_ETHUSDT,prob_up_XRPUSDT,prob_down_XRPUSDT,actual_XRPUSDT,signal_XRPUSDT,dir_XRPUSDT
2025-10-11 14:00:00+00:00,2.0,0.5120921,0.4879079,0,0,0,0.51571196,0.48428804,1,1,1,0.49754137,0.50245863,1,0,0
2025-10-11 15:00:00+00:00,2.0,0.51542234,0.48457766,1,1,1,0.5172358,0.48276418,0,1,1,0.49262455,0.5073755,0,0,0
2025-10-11 16:00:00+00:00,2.0,0.51503164,0.48496836,1,1,1,0.4902367,0.5097633,1,1,-1,0.49658006,0.50341994,1,0,0
2025-10-11 17:00:00+00:00,2.0,0.51436937,0.48563063,0,1,1,0.4990422,0.5009578,0,0,0,0.49094924,0.5090507,0,0,0
2025-10-11 18:00:00+00:00,2.0,0.4994736,0.5005264,0,0,0,0.4996124,0.5003876,0,0,0,0.5054239,0.4945761,0,0,0
2025-10-11 19:00:00+00:00,2.0,0.52188146,0.47811854,0,1,1,0.521838,0.478162,0,1,1,0.5282842,0.4717158,0,1,1
2025-10-11 20:00:00+00:00,2.0,0.5256045,0.4743955,1,1,1,0.5196507,0.4803493,1,1,1,0.5282842,0.4717158,1,1,1
2025-10-11 21:00:00+00:00,2.0,0.50741297,0.49258703,1,0,0,0.5032778,0.49672222,1,0,0,0.500728,0.499272,1,0,0
2025-10-11 22:00:00+00:00,2.0,0.512818,0.48718202,0,1,1,0.5031368,0.4968632,1,0,0,0.50148827,0.49851173,0,0,0
2025-10-11 23:00:00+00:00,2.0,0.5180552,0.4819448,0,1,1,0.50023174,0.49976826,0,0,0,0.50033444,0.49966556,0,0,0
2025-10-12 00:00:00+00:00,1.0,0.5271092,0.4728908,1,1,1,0.5168902,0.48310977,1,1,1,0.5202119,0.47978812,0,1,1
2025-10-12 01:00:00+00:00,1.0,0.5182027,0.48179728,1,1,1,0.5099052,0.49009478,1,1,1,0.53081876,0.46918124,0,1,1
2025-10-12 02:00:00+00:00,1.0,0.5304992,0.46950078,1,1,1,0.50320876,0.49679124,1,0,0,0.53630817,0.46369183,1,1,1
2025-10-12 03:00:00+00:00,1.0,0.50477,0.49523002,1,0,0,0.48771843,0.51228154,1,1,-1,0.5128316,0.48716837,1,0,0
2025-10-12 04:00:00+00:00,1.0,0.48993218,0.5100678,1,0,0,0.4930626,0.5069374,1,0,0,0.50457466,0.49542534,1,0,0
2025-10-12 05:00:00+00:00,1.0,0.48319632,0.5168037,0,1,-1,0.48709726,0.51290274,1,1,-1,0.487,0.513,1,0,0
2025-10-12 06:00:00+00:00,1.0,0.48993418,0.5100658,0,0,0,0.47757375,0.52242625,0,1,-1,0.4943364,0.50566363,0,0,0
2025-10-12 07:00:00+00:00,1.0,0.496989,0.503011,0,0,0,0.47757375,0.52242625,0,1,-1,0.49710357,0.5028964,0,0,0
2025-10-12 08:00:00+00:00,1.0,0.50079024,0.49920976,1,0,0,0.4813065,0.5186935,1,1,-1,0.5004366,0.4995634,1,0,0
2025-10-12 09:00:00+00:00,1.0,0.49294263,0.50705737,0,0,0,0.4728328,0.5271672,0,1,-1,0.4814735,0.5185265,0,1,-1
2025-10-12 10:00:00+00:00,1.0,0.49940777,0.50059223,1,0,0,0.50154734,0.49845266,1,0,0,0.49567467,0.50432533,1,0,0
2025-10-12 11:00:00+00:00,1.0,0.48585144,0.5141486,0,1,-1,0.5040236,0.4959764,1,0,0,0.49283478,0.5071652,1,0,0
2025-10-12 12:00:00+00:00,1.0,0.4911339,0.5088661,0,0,0,0.4843117,0.5156883,0,1,-1,0.48289418,0.5171058,0,1,-1
2025-10-12 13:00:00+00:00,1.0,0.5077347,0.49226528,1,0,0,0.5010122,0.4989878,1,0,0,0.50629264,0.49370736,1,0,0
2025-10-12 14:00:00+00:00,1.0,0.4806747,0.51932526,1,1,-1,0.47814268,0.5218573,1,1,-1,0.48551884,0.5144812,1,0,0
2025-10-12 15:00:00+00:00,1.0,0.47953722,0.52046275,1,1,-1,0.483984,0.516016,1,1,-1,0.4875772,0.5124228,1,0,0
2025-10-12 16:00:00+00:00,1.0,0.48572615,0.5142739,0,1,-1,0.4786945,0.5213055,1,1,-1,0.48727518,0.5127248,1,0,0
2025-10-12 17:00:00+00:00,1.0,0.48878765,0.51121235,1,0,0,0.48165867,0.5183413,0,1,-1,0.48966885,0.51033115,0,0,0
2025-10-12 18:00:00+00:00,1.0,0.50512314,0.49487686,1,0,0,0.48853073,0.51146924,1,1,-1,0.50815433,0.49184567,1,0,0
2025-10-12 19:00:00+00:00,1.0,0.48536646,0.51463354,1,1,-1,0.483642,0.516358,1,1,-1,0.48522845,0.5147716,1,0,0
2025-10-12 20:00:00+00:00,1.0,0.48284283,0.5171572,0,1,-1,0.4845507,0.5154493,0,1,-1,0.480242,0.519758,0,1,-1
2025-10-12 21:00:00+00:00,1.0,0.5028675,0.49713248,1,0,0,0.4960556,0.5039444,0,0,0,0.4975217,0.5024783,0,0,0
2025-10-12 22:00:00+00:00,1.0,0.48467156,0.5153284,0,1,-1,0.48587373,0.5141263,1,1,-1,0.50618774,0.49381226,0,0,0
2025-10-12 23:00:00+00:00,1.0,0.49069968,0.50930035,1,0,0,0.47283062,0.52716935,0,1,-1,0.48293766,0.5170623,1,1,-1
